Name,Sex,Number of Beds,Purpose,Date,Time
Cygnet Oaks,Male,4,Rehab,2024-11-15,10:19:02
Cygnet Lodge Salford,Female,4,Rehab,2024-11-15,10:19:02
Cygnet Storthfield House,Male,4,Rehab,2024-11-15,10:19:02
Cygnet Aspen House,Female,3,Rehab,2024-11-15,10:19:02
Cygnet Sherwood House,Male,3,Rehab,2024-11-15,10:19:02
Cygnet St Augustine’s,Male,3,Rehab,2024-11-15,10:19:02
Ty Alarch,Female,2,Rehab,2024-11-15,10:19:02
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-15,10:19:02
15 The Sycamores,Male,2,Rehab,2024-11-15,10:19:02
12 Woodcross Street,Male,2,Rehab,2024-11-15,10:19:02
Cygnet Raglan House,Female,2,Rehab,2024-11-15,10:19:02
Cygnet Lodge Woking,Male,2,Rehab,2024-11-15,10:19:02
Cygnet Churchill,Male,1,Rehab,2024-11-15,10:19:02
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-15,10:19:02
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-15,10:19:02
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-15,10:19:02
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-15,10:19:02
Cygnet Hospital Beckton,Female,4,PDU,2024-11-15,10:19:02
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-15,10:19:02
Cygnet Hospital Bury,Male,2,PDU,2024-11-15,10:19:02
Cygnet Nield House,Female,2,PDU,2024-11-15,10:19:02
Cygnet Hospital Beckton,Female,1,PDU,2024-11-15,10:19:02
Cygnet Aspen Clinic,Female,1,PDU,2024-11-15,10:19:02
Cygnet Hospital Clifton,Male,1,PDU,2024-11-15,10:19:02
Cygnet Hospital Bury,Male,1,PDU,2024-11-15,10:19:02
Gledholt Mews and Coach House,Male,1,PDU,2024-11-15,10:19:02
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Blackheath,Male,3,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Beckton,Female,3,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Appletree,Female,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Victoria House,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Hexham,Female,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Maidstone,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Stevenage,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Hexham,Female,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-15,10:19:02
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-11-15,10:19:02
1 Vincent Court,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Delfryn House,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-16,10:16:48
Cygnet Fountains,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Oaks,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Lodge Salford,Female,4,Rehab,2024-11-16,10:16:48
Cygnet Storthfield House,Male,4,Rehab,2024-11-16,10:16:48
Cygnet Aspen House,Female,3,Rehab,2024-11-16,10:16:48
Cygnet Sherwood House,Male,3,Rehab,2024-11-16,10:16:48
Cygnet St Augustine’s,Male,3,Rehab,2024-11-16,10:16:48
Ty Alarch,Female,2,Rehab,2024-11-16,10:16:48
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-16,10:16:48
15 The Sycamores,Male,2,Rehab,2024-11-16,10:16:48
12 Woodcross Street,Male,2,Rehab,2024-11-16,10:16:48
Cygnet Raglan House,Female,2,Rehab,2024-11-16,10:16:48
Cygnet Lodge Woking,Male,2,Rehab,2024-11-16,10:16:48
Cygnet Churchill,Male,1,Rehab,2024-11-16,10:16:48
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-16,10:16:48
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-16,10:16:48
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-16,10:16:48
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-16,10:16:48
Cygnet Hospital Beckton,Female,4,PDU,2024-11-16,10:16:48
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-16,10:16:48
Cygnet Hospital Bury,Male,2,PDU,2024-11-16,10:16:48
Cygnet Nield House,Female,2,PDU,2024-11-16,10:16:48
Cygnet Hospital Beckton,Female,1,PDU,2024-11-16,10:16:48
Cygnet Aspen Clinic,Female,1,PDU,2024-11-16,10:16:48
Cygnet Hospital Clifton,Male,1,PDU,2024-11-16,10:16:48
Cygnet Hospital Bury,Male,1,PDU,2024-11-16,10:16:48
Gledholt Mews and Coach House,Male,1,PDU,2024-11-16,10:16:48
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Oldbury,Female,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Appletree,Female,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Wolverhampton,Male,2,Acute/PICU,2024-11-16,10:16:48
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Nield House,Female,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Maidstone,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Wyke,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Appletree,Female,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Acer Clinic,Female,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-16,10:16:48
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-16,10:16:48
1 Vincent Court,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Delfryn House,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-17,10:17:20
Cygnet Fountains,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Oaks,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Lodge Salford,Female,4,Rehab,2024-11-17,10:17:20
Cygnet Storthfield House,Male,4,Rehab,2024-11-17,10:17:20
Cygnet Aspen House,Female,3,Rehab,2024-11-17,10:17:20
Cygnet Sherwood House,Male,3,Rehab,2024-11-17,10:17:20
Cygnet St Augustine’s,Male,3,Rehab,2024-11-17,10:17:20
Ty Alarch,Female,2,Rehab,2024-11-17,10:17:20
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-17,10:17:20
15 The Sycamores,Male,2,Rehab,2024-11-17,10:17:20
12 Woodcross Street,Male,2,Rehab,2024-11-17,10:17:20
Cygnet Raglan House,Female,2,Rehab,2024-11-17,10:17:20
Cygnet Lodge Woking,Male,2,Rehab,2024-11-17,10:17:20
Cygnet Churchill,Male,1,Rehab,2024-11-17,10:17:20
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-17,10:17:20
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-17,10:17:20
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-17,10:17:20
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-17,10:17:20
Cygnet Hospital Beckton,Female,4,PDU,2024-11-17,10:17:20
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-17,10:17:20
Cygnet Hospital Bury,Male,2,PDU,2024-11-17,10:17:20
Cygnet Nield House,Female,2,PDU,2024-11-17,10:17:20
Cygnet Hospital Beckton,Female,1,PDU,2024-11-17,10:17:20
Cygnet Aspen Clinic,Female,1,PDU,2024-11-17,10:17:20
Cygnet Hospital Clifton,Male,1,PDU,2024-11-17,10:17:20
Cygnet Hospital Bury,Male,1,PDU,2024-11-17,10:17:20
Gledholt Mews and Coach House,Male,1,PDU,2024-11-17,10:17:20
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-17,10:17:20
Cygnet Joyce Parker Hospital,Male,3,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Taunton,Male,3,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Taunton,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-17,10:17:20
Cygnet Appletree,Female,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Harrow,Male,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-17,10:17:20
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-11-17,10:17:20
1 Vincent Court,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Delfryn House,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-18,10:20:05
Cygnet Fountains,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Oaks,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Lodge Salford,Female,4,Rehab,2024-11-18,10:20:05
Cygnet Storthfield House,Male,4,Rehab,2024-11-18,10:20:05
Cygnet Aspen House,Female,3,Rehab,2024-11-18,10:20:05
Cygnet Sherwood House,Male,3,Rehab,2024-11-18,10:20:05
Cygnet St Augustine’s,Male,3,Rehab,2024-11-18,10:20:05
Ty Alarch,Female,2,Rehab,2024-11-18,10:20:05
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-18,10:20:05
15 The Sycamores,Male,2,Rehab,2024-11-18,10:20:05
12 Woodcross Street,Male,2,Rehab,2024-11-18,10:20:05
Cygnet Raglan House,Female,2,Rehab,2024-11-18,10:20:05
Cygnet Lodge Woking,Male,2,Rehab,2024-11-18,10:20:05
Cygnet Churchill,Male,1,Rehab,2024-11-18,10:20:05
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-18,10:20:05
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-18,10:20:05
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-18,10:20:05
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-18,10:20:05
Cygnet Hospital Beckton,Female,4,PDU,2024-11-18,10:20:05
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-18,10:20:05
Cygnet Hospital Bury,Male,2,PDU,2024-11-18,10:20:05
Cygnet Nield House,Female,2,PDU,2024-11-18,10:20:05
Cygnet Hospital Beckton,Female,1,PDU,2024-11-18,10:20:05
Cygnet Aspen Clinic,Female,1,PDU,2024-11-18,10:20:05
Cygnet Hospital Clifton,Male,1,PDU,2024-11-18,10:20:05
Cygnet Hospital Bury,Male,1,PDU,2024-11-18,10:20:05
Gledholt Mews and Coach House,Male,1,PDU,2024-11-18,10:20:05
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-18,10:20:05
Cygnet Joyce Parker Hospital,Male,3,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Taunton,Male,3,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Colchester,Male,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Woking,Female,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Wyke,Male,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Bierley,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Harrow,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Hospital Kewstoke,Male,1,Acute/PICU,2024-11-18,10:20:05
Cygnet Joyce Parker Hospital,Male,1,Acute/PICU,2024-11-18,10:20:05
1 Vincent Court,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Delfryn House,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-19,10:19:27
Cygnet Fountains,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Oaks,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Lodge Salford,Female,4,Rehab,2024-11-19,10:19:27
Cygnet Storthfield House,Male,4,Rehab,2024-11-19,10:19:27
Cygnet Aspen House,Female,3,Rehab,2024-11-19,10:19:27
Cygnet Sherwood House,Male,3,Rehab,2024-11-19,10:19:27
Cygnet St Augustine’s,Male,3,Rehab,2024-11-19,10:19:27
Ty Alarch,Female,2,Rehab,2024-11-19,10:19:27
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-19,10:19:27
15 The Sycamores,Male,2,Rehab,2024-11-19,10:19:27
12 Woodcross Street,Male,2,Rehab,2024-11-19,10:19:27
Cygnet Raglan House,Female,2,Rehab,2024-11-19,10:19:27
Cygnet Lodge Woking,Male,2,Rehab,2024-11-19,10:19:27
Cygnet Churchill,Male,1,Rehab,2024-11-19,10:19:27
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-19,10:19:27
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-19,10:19:27
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-19,10:19:27
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-19,10:19:27
Cygnet Hospital Beckton,Female,4,PDU,2024-11-19,10:19:27
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-19,10:19:27
Cygnet Hospital Bury,Male,2,PDU,2024-11-19,10:19:27
Cygnet Nield House,Female,2,PDU,2024-11-19,10:19:27
Cygnet Hospital Beckton,Female,1,PDU,2024-11-19,10:19:27
Cygnet Aspen Clinic,Female,1,PDU,2024-11-19,10:19:27
Cygnet Hospital Clifton,Male,1,PDU,2024-11-19,10:19:27
Cygnet Hospital Bury,Male,1,PDU,2024-11-19,10:19:27
Gledholt Mews and Coach House,Male,1,PDU,2024-11-19,10:19:27
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Colchester,Male,3,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Bierley,Male,3,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Sherwood,Male,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Appletree,Female,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-11-19,10:19:27
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-19,10:19:27
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-19,10:19:27
1 Vincent Court,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Delfryn House,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-20,10:19:05
Cygnet Fountains,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Oaks,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Lodge Salford,Female,4,Rehab,2024-11-20,10:19:05
Cygnet Storthfield House,Male,4,Rehab,2024-11-20,10:19:05
Cygnet Aspen House,Female,3,Rehab,2024-11-20,10:19:05
Cygnet Sherwood House,Male,3,Rehab,2024-11-20,10:19:05
Cygnet St Augustine’s,Male,3,Rehab,2024-11-20,10:19:05
Ty Alarch,Female,2,Rehab,2024-11-20,10:19:05
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-20,10:19:05
15 The Sycamores,Male,2,Rehab,2024-11-20,10:19:05
12 Woodcross Street,Male,2,Rehab,2024-11-20,10:19:05
Cygnet Raglan House,Female,2,Rehab,2024-11-20,10:19:05
Cygnet Lodge Woking,Male,2,Rehab,2024-11-20,10:19:05
Cygnet Churchill,Male,1,Rehab,2024-11-20,10:19:05
Gledholt Mews and Coach House,Male,1,Rehab,2024-11-20,10:19:05
Cygnet Lodge Kenton,Female,1,Rehab,2024-11-20,10:19:05
Cygnet Hospital Maidstone,Male,1,Rehab,2024-11-20,10:19:05
Cygnet Hospital Maidstone,Female,4,PDU,2024-11-20,10:19:05
Cygnet Hospital Beckton,Female,4,PDU,2024-11-20,10:19:05
Cygnet Hospital Kewstoke,Female,2,PDU,2024-11-20,10:19:05
Cygnet Hospital Bury,Male,2,PDU,2024-11-20,10:19:05
Cygnet Nield House,Female,2,PDU,2024-11-20,10:19:05
Cygnet Hospital Beckton,Female,1,PDU,2024-11-20,10:19:05
Cygnet Aspen Clinic,Female,1,PDU,2024-11-20,10:19:05
Cygnet Hospital Clifton,Male,1,PDU,2024-11-20,10:19:05
Cygnet Hospital Bury,Male,1,PDU,2024-11-20,10:19:05
Gledholt Mews and Coach House,Male,1,PDU,2024-11-20,10:19:05
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Taunton,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Wolverhampton,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Stevenage,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Kewstoke,Female,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Beckton,Female,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Sherwood,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Wyke,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Joyce Parker Hospital,Male,4,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Colchester,Male,3,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Wolverhampton,Male,3,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Wyke,Male,3,Acute/PICU,2024-11-20,10:19:05
Cygnet Joyce Parker Hospital,Male,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Appletree,Female,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Bierley,Female,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Bierley,Male,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Blackheath,Male,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Harrow,Male,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Kewstoke,Male,2,Acute/PICU,2024-11-20,10:19:05
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Taunton,Female,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Godden Green,Female,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Appletree,Female,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Victoria House,Male,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Oldbury,Female,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Taunton,Male,1,Acute/PICU,2024-11-20,10:19:05
Cygnet Hospital Sherwood,Male,1,Acute/PICU,2024-11-20,10:19:05
1 Vincent Court,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Hospital Kewstoke,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Delfryn House,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Delfryn Lodge,Female,4,Rehab,2024-11-21,10:19:37
Cygnet Fountains,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Oaks,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Lodge Salford,Female,4,Rehab,2024-11-21,10:19:37
Cygnet Storthfield House,Male,4,Rehab,2024-11-21,10:19:37
Cygnet Aspen House,Female,3,Rehab,2024-11-21,10:19:37
Cygnet Sherwood House,Male,3,Rehab,2024-11-21,10:19:37
Cygnet St Augustine’s,Male,3,Rehab,2024-11-21,10:19:37
Ty Alarch,Female,2,Rehab,2024-11-21,10:19:37
20A and 20B Turls Hill Road,Male,2,Rehab,2024-11-21,10:19:37
15 The Sycamores,Male,2,Rehab,2024-11-21,10:19:37
12 Woodcross Street,Male,2,Rehab,2024-11-21,10:19:37
